idx,word,occurrences
2365,matter,7
2366,role,7
2367,stake,7
2368,pacif,7
2369,adebayor,7
2370,danica,7
2371,gampel,7
2372,peace~,7
2373,devon,7
2374,rosedal,7
2375,clooney,7
2376,attn,7
2377,estella,7
2378,derrick,7
2379,garner,7
2380,nipsey,7
2381,hussl,7
2382,bst,7
2383,harold,7
2384,nca,7
2385,timmon,7
2386,abscbn,7
2387,volstead,7
2388,bca,7
2389,natchitoch,7
2390,bkk,7
2391,berkmar,7
2392,idc,7
2393,corsten,7
2394,dujardin,7
2395,spain,7
2396,conrad,7
2397,isk,7
2398,rb,7
2399,mikel,7
2400,hors,7
2401,chenoweth,7
2402,savag,7
2403,muscat,7
2404,barbican,7
2405,fairfax,7
2406,casimir,7
2407,pulaski,7
2408,kamran,7
2409,shahid,7
2410,chester,7
2411,selma,7
2412,fca,7
2413,poetic,7
2414,abramovich,7
2415,java,7
2416,jerusalem,7
2417,spc,7
2418,breakout,7
2419,emerson,7
2420,hrt,7
2421,rex,7
2422,hf,7
2423,wreck,7
2424,rhonda,7
2425,rousey,7
2426,brookwood,7
2427,morton,7
2428,putrajaya,7
2429,parisnic,7
2430,rosi,6
2431,shouldv,6
2432,mama,6
2433,chalmer,6
2434,justifi,6
2435,showmov,6
2436,aja,6
2437,dreamteam,6
2438,hqb,6
2439,pc,6
2440,fest,6
2441,vernon,6
2442,mma,6
2443,cardin,6
2444,fals,6
2445,streak,6
2446,critic,6
2447,master,6
2448,itun,6
2449,ellen,6
2450,firework,6
2451,despit,6
2452,pride,6
2453,downton,6
2454,abbey,6
2455,process,6
2456,joy,6
2457,ahhh,6
2458,sand,6
2459,easi,6
2460,coz,6
2461,circl,6
2462,mountain,6
2463,sack,6
2464,collar,6
2465,ran,6
2466,def,6
2467,pipa,6
2468,tumblr,6
2469,clock,6
2470,rhode,6
2471,gettin,6
2472,trust,6
2473,theirst,6
2474,bradi,6
2475,access,6
2476,scare,6
2477,gossip,6
2478,unc,6
2479,highest,6
2480,seattl,6
2481,jefferson,6
2482,frustrat,6
2483,gotten,6
2484,ohio,6
2485,jail,6
2486,skip,6
2487,taim,6
2488,physic,6
2489,shoe,6
2490,sean,6
2491,fresh,6
2492,mp,6
2493,blackburn,6
2494,toth,6
2495,correct,6
2496,self,6
2497,ou,6
2498,decth,6
2499,chariti,6
2500,develop,6
2501,theirth,6
2502,felt,6
2503,cfc,6
2504,solo,6
2505,charact,6
2506,nail,6
2507,urban,6
2508,torr,6
2509,excus,6
2510,ton,6
2511,allen,6
2512,icon,6
2513,inrd,6
2514,realiti,6
2515,pizza,6
2516,topm,6
2517,capit,6
2518,sin,6
2519,prize,6
2520,among,6
2521,inch,6
2522,speed,6
2523,bigger,6
2524,similar,6
2525,mum,6
2526,documentari,6
2527,ofth,6
2528,onto,6
2529,atth,6
2530,deni,6
2531,buddi,6
2532,basebal,6
2533,diego,6
2534,amend,6
2535,mighti,6
2536,orlando,6
2537,opinion,6
2538,resum,6
2539,acc,6
2540,common,6
2541,runner,6
2542,certainli,6
2543,hull,6
2544,govern,6
2545,handl,6
2546,retweet,6
2547,sg,6
2548,budget,6
2549,wire,6
2550,whoop,6
2551,admit,6
2552,pad,6
2553,lewi,6
2554,lazi,6
2555,custom,6
2556,thatll,6
2557,sen,6
2558,appeal,6
2559,fifa,6
2560,softwar,6
2561,jenel,6
2562,wigan,6
2563,theyv,6
2564,cougar,6
2565,inning,6
2566,sex,6
2567,bullet,6
2568,decent,6
2569,teach,6
2570,letterman,6
2571,alert,6
2572,negro,6
2573,penn,6
2574,digit,6
2575,particip,6
2576,portug,6
2577,chan,6
2578,polici,6
2579,jacksonvil,6
2580,octoberrd,6
2581,twat,6
2582,diablo,6
2583,bruce,6
2584,ole,6
2585,boro,6
2586,legal,6
2587,z,6
2588,dook,6
2589,mostli,6
2590,asian,6
2591,econom,6
2592,forecast,6
2593,gloriousth,6
2594,novemberst,6
2595,sweden,6
2596,knee,6
2597,bruno,6
2598,favourit,6
2599,none,6
2600,older,6
2601,appoint,6
2602,indianapoli,6
2603,swing,6
2604,kept,6
2605,chees,6
2606,twilight,6
2607,rather,6
2608,pst,6
2609,champ,6
2610,campu,6
2611,regard,6
2612,lineup,6
2613,dri,6
2614,daughter,6
2615,resid,6
2616,click,6
2617,concern,6
2618,ff,6
2619,whoever,6
2620,lifetim,6
2621,embarrass,6
2622,root,6
2623,involv,6
2624,photographi,6
2625,ms,6
2626,imag,6
2627,europ,6
2628,robert,6
2629,roma,6
2630,backstag,6
2631,blind,6
2632,homi,6
2633,sixteen,6
2634,korea,6
2635,yell,6
2636,ramdev,6
2637,foam,6
2638,richi,6
2639,madison,6
2640,luca,6
2641,growth,6
2642,gm,6
2643,adida,6
2644,cba,6
2645,pli,6
2646,addit,6
2647,lax,6
2648,underwood,6
2649,elon,6
2650,sunni,6
2651,rella,6
2652,ate,6
2653,stamp,6
2654,mtsu,6
2655,ng,6
2656,freak,6
2657,rih,6
2658,hm,6
2659,tiffani,6
2660,yonghwa,6
2661,cupertino,6
2662,degrassi,6
2663,hisd,6
2664,cart,6
2665,rep,6
2666,gtgt,6
2667,belt,6
2668,mic,6
2669,registr,6
2670,yup,6
2671,hammond,6
2672,divin,6
2673,deniess,6
2674,emmanuel,6
2675,destructo,6
2676,~may,6
2677,soundwav,6
2678,foley,6
2679,marana,6
2680,lou,6
2681,bonu,6
2682,eurosong,6
2683,richwood,6
2684,spectrum,6
2685,weekli,6
2686,liacoura,6
2687,greenvil,6
2688,apr,6
2689,tok,6
2690,vanessa,6
2691,jacob,6
2692,klub,6
2693,damag,6
2694,departur,6
2695,minnesota,6
2696,objectiveorneutr,6
2697,grant,6
2698,ruffin,6
2699,okinawa,6
2700,atkinson,6
2701,shotton,6
2702,grohl,6
2703,boonen,6
2704,timmonsvil,6
2705,istep,6
2706,joongki,6
2707,beiber,6
2708,miesha,6
2709,runako,6
2710,krul,6
2711,trifecta,6
2712,chamberlain,6
2713,fp,6
2714,longer,5
2715,fade,5
2716,split,5
2717,girlfriend,5
2718,exit,5
2719,instagram,5
2720,asleep,5
2721,concord,5
2722,marshal,5
2723,uva,5
2724,fx,5
2725,slide,5
2726,mixtap,5
2727,alleg,5
2728,rio,5
2729,ed,5
2730,demba,5
2731,controversi,5
2732,gcse,5
2733,awkward,5
2734,exactli,5
2735,await,5
2736,athlet,5
2737,scandal,5
2738,employ,5
2739,stanford,5
2740,sooooo,5
2741,slow,5
2742,hed,5
2743,conserv,5
2744,hou,5
2745,arizona,5
2746,adult,5
2747,vid,5
2748,er,5
2749,crew,5
2750,dirk,5
2751,weed,5
2752,bloodi,5
2753,flynn,5
2754,seahawk,5
2755,motiv,5
2756,melbourn,5
2757,idol,5
2758,magazin,5
2759,jake,5
2760,barack,5
2761,kim,5
2762,intens,5
2763,pastor,5
2764,arrest,5
2765,pot,5
2766,model,5
2767,benghazi,5
2768,threat,5
2769,touchdown,5
2770,delight,5
2771,sum,5
2772,suffer,5
2773,closer,5
2774,parkdal,5
2775,poker,5
2776,nah,5
2777,recent,5
2778,quiz,5
2779,arkansa,5
2780,quick,5
2781,item,5
2782,packag,5
2783,seed,5
2784,pca,5
2785,faith,5
2786,tht,5
2787,refere,5
2788,distanc,5
2789,niall,5
2790,thoma,5
2791,fulham,5
2792,lb,5
2793,fighter,5
2794,rey,5
2795,evil,5
2796,woo,5
2797,unfortun,5
2798,factori,5
2799,lift,5
2800,ring,5
2801,increas,5
2802,mac,5
2803,jealou,5
2804,orlean,5
2805,candid,5
2806,declar,5
2807,heaven,5
2808,quiet,5
2809,consecut,5
2810,midweek,5
2811,dolphin,5
2812,novrd,5
2813,pub,5
2814,strang,5
2815,fuckin,5
2816,labor,5
2817,civil,5
2818,mouth,5
2819,beast,5
2820,grown,5
2821,pumpkin,5
2822,lack,5
2823,ofst,5
2824,plate,5
2825,famou,5
2826,upon,5
2827,research,5
2828,ugh,5
2829,dang,5
2830,persi,5
2831,disco,5
2832,tyler,5
2833,fc,5
2834,opposit,5
2835,pit,5
2836,flip,5
2837,lay,5
2838,wouldv,5
2839,skin,5
2840,ruin,5
2841,julian,5
2842,anthem,5
2843,hav,5
2844,fix,5
2845,hook,5
2846,irish,5
2847,soo,5
2848,shape,5
2849,bum,5
2850,januaryth,5
2851,oak,5
2852,rare,5
2853,nope,5
2854,sold,5
2855,abt,5
2856,slot,5
2857,thunder,5
2858,reschedul,5
2859,kent,5
2860,cash,5
2861,attract,5
2862,opportun,5
2863,loos,5
2864,rival,5
2865,overhaul,5
2866,becki,5
2867,rematch,5
2868,argentina,5
2869,plenti,5
2870,nooooooooo,5
2871,afford,5
2872,rebound,5
2873,overal,5
2874,introduc,5
2875,nowplay,5
2876,graduat,5
2877,bump,5
2878,errorridden,5
2879,colorado,5
2880,aww,5
2881,ferrel,5
2882,grill,5
2883,attent,5
2884,cantwait,5
2885,tatum,5
2886,chick,5
2887,legendari,5
2888,propos,5
2889,otherwis,5
2890,valu,5
2891,loud,5
2892,miranda,5
2893,withth,5
2894,western,5
2895,kingdom,5
2896,request,5
2897,wing,5
2898,howev,5
2899,belgium,5
2900,sd,5
2901,countdown,5
2902,spear,5
2903,flag,5
2904,visa,5
2905,observ,5
2906,dragon,5
2907,spring,5
2908,tenni,5
2909,colour,5
2910,ballroom,5
2911,skinni,5
2912,nomine,5
2913,refus,5
2914,mini,5
2915,canning,5
2916,patrick,5
2917,silicon,5
2918,solar,5
2919,built,5
2920,ador,5
2921,photograph,5
2922,societi,5
2923,reportedli,5
2924,ph,5
2925,gate,5
2926,mess,5
2927,cycl,5
2928,gang,5
2929,woot,5
2930,drama,5
2931,airport,5
2932,corp,5
2933,luke,5
2934,tear,5
2935,surgeri,5
2936,rihanna,5
2937,cure,5
2938,divis,5
2939,youngster,5
2940,febth,5
2941,annoy,5
2942,mainten,5
2943,dt,5
2944,hoop,5
2945,perhap,5
2946,hunter,5
2947,crisi,5
2948,cma,5
2949,inde,5
2950,tavern,5
2951,collin,5
2952,languag,5
2953,cabinet,5
2954,stuck,5
2955,slight,5
2956,ashley,5
2957,sheet,5
2958,programm,5
2959,whether,5
2960,hike,5
2961,teaparti,5
2962,ward,5
2963,thrill,5
2964,flat,5
2965,russian,5
2966,brandon,5
2967,scrimmag,5
2968,rs,5
2969,construct,5
2970,starter,5
2971,bounc,5
2972,riri,5
2973,jaworski,5
2974,hawtin,5
2975,chisora,5
2976,procter,5
2977,eight,5
2978,miley,5
2979,system,5
2980,bush,5
2981,scholarship,5
2982,neighbor,5
2983,minist,5
2984,kerri,5
2985,cloth,5
2986,hs,5
2987,kfc,5
2988,diet,5
2989,pampg,5
2990,augth,5
2991,titu,5
2992,yolo,5
2993,wi,5
2994,comp,5
2995,sens,5
2996,typic,5
2997,younger,5
2998,comic,5
2999,duti,5
3000,ak,5
3001,nia,5
3002,ni,5
3003,oakland,5
3004,hurri,5
3005,cafe,5
3006,import,5
3007,earthquak,5
3008,myrd,5
3009,anchor,5
3010,popcorn,5
3011,peter,5
3012,sydney,5
3013,circ,5
3014,allderdic,5
3015,driver,5
3016,rampag,5
3017,chardon,5
3018,thalia,5
3019,gh,5
3020,romeo,5
3021,kermit,5
3022,yourst,5
3023,puzzl,5
3024,rtclose,5
3025,melaka,5
3026,rammstein,5
3027,freddi,5
3028,cypress,5
3029,trina,5
3030,advis,5
3031,writer,5
3032,barnet,5
3033,roster,5
3034,oneil,5
3035,rsvp,5
3036,covina,5
3037,hamstr,5
3038,twin,5
3039,restaur,5
3040,letter,5
3041,trash,5
3042,missouri,5
3043,exchang,5
3044,collect,5
3045,wall,5
3046,femm,5
3047,tha,5
3048,phase,5
3049,verizon,5
3050,cinema,5
3051,theyll,5
3052,mission,5
3053,wirecal,5
3054,holm,5
3055,jerricho,5
3056,cotcheri,5
3057,rui,5
3058,seuss,5
3059,oslo,5
3060,ufo,5
3061,ted,5
3062,nugent,5
3063,ralph,5
3064,mcquarri,5
3065,christina,5
3066,grimmi,5
3067,purim,5
3068,cobham,5
3069,safc,5
3070,nasdaq,5
3071,pico,5
3072,isat,5
3073,wilt,5
3074,hoffman,5
3075,netanyahu,5
3076,trafford,4
3077,aaliyah,4
3078,outfit,4
3079,investor,4
3080,iu,4
3081,grandma,4
3082,hisnd,4
3083,wash,4
3084,ablett,4
3085,steal,4
3086,dsb,4
3087,sang,4
3088,gotti,4
3089,cbb,4
3090,scream,4
3091,crimin,4
3092,path,4
3093,tshirt,4
3094,suspens,4
3095,aprilth,4
3096,tcu,4
3097,display,4
3098,cheaper,4
3099,xxx,4
3100,gerrard,4
3101,brad,4
3102,recap,4
3103,british,4
3104,napoleon,4
3105,dynamit,4
3106,jona,4
3107,bosh,4
3108,etta,4
3109,chose,4
3110,approach,4
3111,pirat,4
3112,tailgat,4
3113,potter,4
3114,mayo,4
3115,pathet,4
3116,sweep,4
3117,husband,4
3118,freez,4
3119,quarterback,4
3120,gather,4
3121,fab,4
3122,thu,4
3123,uh,4
3124,odom,4
3125,highli,4
3126,histor,4
3127,gyllenha,4
3128,jerri,4
3129,trey,4
3130,meek,4
3131,float,4
3132,spotifi,4
3133,tvd,4
3134,possess,4
3135,marco,4
3136,primari,4
3137,neck,4
3138,andrd,4
3139,bold,4
3140,foot,4
3141,vacat,4
3142,charlott,4
3143,ave,4
3144,chapter,4
3145,buc,4
3146,sander,4
3147,vision,4
3148,punish,4
3149,foolish,4
3150,mtv,4
3151,forum,4
3152,wth,4
3153,lyric,4
3154,brief,4
3155,rebecca,4
3156,happyst,4
3157,lana,4
3158,kane,4
3159,obviou,4
3160,asst,4
3161,german,4
3162,bond,4
3163,oppon,4
3164,fyi,4
3165,bree,4
3166,__,4
3167,wiz,4
3168,dem,4
3169,heal,4
3170,averag,4
3171,mo,4
3172,grader,4
3173,bristol,4
3174,blame,4
3175,themselv,4
3176,bronco,4
3177,louisvil,4
3178,tx,4
3179,prais,4
3180,underworld,4
3181,movement,4
3182,novpm,4
3183,vp,4
3184,tweep,4
3185,sc,4
3186,oo,4
3187,marcu,4
3188,depth,4
3189,mcdonald,4
3190,bug,4
3191,addict,4
3192,wolf,4
3193,favor,4
3194,eve,4
3195,pattinson,4
3196,fred,4
3197,fixtur,4
3198,marin,4
3199,fg,4
3200,blew,4
3201,purpl,4
3202,summit,4
3203,doc,4
3204,vers,4
3205,bread,4
3206,trunk,4
3207,novst,4
3208,swag,4
3209,seminar,4
3210,uni,4
3211,lover,4
3212,express,4
3213,isth,4
3214,curs,4
3215,larg,4
3216,rg,4
3217,franklin,4
3218,cancer,4
3219,pose,4
3220,relax,4
3221,pressur,4
3222,breeder,4
3223,breast,4
3224,punk,4
3225,prime,4
3226,bust,4
3227,analysi,4
3228,mw,4
3229,geniu,4
3230,convert,4
3231,tomorrowi,4
3232,gameday,4
3233,fromth,4
3234,tripl,4
3235,finishth,4
3236,endors,4
3237,ju,4
3238,reject,4
3239,affili,4
3240,xxxx,4
3241,affect,4
3242,boyfriend,4
3243,speaker,4
3244,argument,4
3245,thepm,4
3246,retail,4
3247,rafael,4
3248,hmmmm,4
3249,vick,4
3250,strip,4
3251,ampth,4
3252,aspect,4
3253,janth,4
3254,somehow,4
3255,princess,4
3256,ie,4
3257,muse,4
3258,ourth,4
3259,gamebygam,4
3260,ht,4
3261,oregon,4
3262,economi,4
3263,simon,4
3264,bolt,4
3265,len,4
3266,someday,4
3267,cap,4
3268,conflict,4
3269,turkey,4
3270,assur,4
3271,nevada,4
3272,cupid,4
3273,hulu,4
3274,often,4
3275,govt,4
3276,ranger,4
3277,bend,4
3278,rvp,4
3279,russel,4
3280,dana,4
3281,shouldnt,4
3282,omd,4
3283,doll,4
3284,hahahaha,4
3285,uniform,4
3286,qpr,4
3287,approv,4
3288,illeg,4
3289,chi,4
3290,dramat,4
3291,forst,4
3292,bare,4
3293,roundup,4
3294,finna,4
3295,switch,4
3296,egyptsst,4
3297,kc,4
3298,discov,4
3299,columbu,4
3300,frame,4
3301,bio,4
3302,beyond,4
3303,oiler,4
3304,autograph,4
3305,duck,4
3306,connect,4
3307,shown,4
3308,uncl,4
3309,flood,4
3310,rage,4
3311,flame,4
3312,jane,4
3313,penni,4
3314,johnni,4
3315,pierc,4
3316,mansion,4
3317,tweak,4
3318,cousin,4
3319,leadership,4
3320,kasabian,4
3321,soundcloud,4
3322,guard,4
3323,nashvil,4
3324,galleri,4
3325,alongsid,4
3326,exist,4
3327,melo,4
3328,blackberri,4
3329,determin,4
3330,duo,4
3331,southern,4
3332,portion,4
3333,applic,4
3334,kimmel,4
3335,assault,4
3336,mode,4
3337,granni,4
3338,armstrong,4
3339,cite,4
3340,retreat,4
3341,daft,4
3342,regret,4
3343,herth,4
3344,cooki,4
3345,jag,4
3346,tan,4
3347,peek,4
3348,turnov,4
3349,gut,4
3350,negoti,4
3351,anywher,4
3352,nervou,4
3353,novemberrd,4
3354,ppv,4
3355,din,4
3356,crib,4
3357,forthcom,4
3358,canon,4
3359,butt,4
3360,gsu,4
3361,halo,4
3362,fame,4
3363,spark,4
3364,wrist,4
3365,woke,4
3366,assassin,4
3367,treatment,4
3368,wherev,4
3369,ghetto,4
3370,progress,4
3371,huh,4
3372,coincid,4
3373,solid,4
3374,aye,4
3375,basic,4
3376,casino,4
3377,blank,4
3378,snap,4
3379,cj,4
3380,forehead,4
3381,tillpm,4
3382,carmelo,4
3383,loco,4
3384,rita,4
3385,fought,4
3386,zulu,4
3387,fat,4
3388,jlin,4
3389,msu,4
3390,correspond,4
3391,sought,4
3392,stare,4
3393,failur,4
3394,fav,4
3395,haunt,4
3396,oblig,4
3397,bound,4
3398,buyer,4
3399,yearbook,4
3400,flexthursday,4
3401,calln,4
3402,whol,4
3403,souf,4
3404,kum,4
3405,altern,4
3406,springsteen,4
3407,industri,4
3408,navi,4
3409,adventur,4
3410,calendar,4
3411,bat,4
3412,cimb,4
3413,associ,4
3414,lap,4
3415,walgreen,4
3416,chairman,4
3417,jasmin,4
3418,gf,4
3419,tee,4
3420,vodka,4
3421,soup,4
3422,bedroom,4
3423,joey,4
3424,khader,4
3425,dmv,4
3426,mill,4
3427,strand,4
3428,lesson,4
3429,remov,4
3430,awak,4
3431,horribl,4
3432,occupi,4
3433,redsox,4
3434,devic,4
3435,primavera,4
3436,scari,4
3437,beta,4
3438,feast,4
3439,puppi,4
3440,whenev,4
3441,tn,4
3442,warehous,4
3443,choos,4
3444,birdi,4
3445,ban,4
3446,palestinian,4
3447,tokyo,4
3448,rosa,4
3449,logo,4
3450,subject,4
3451,ski,4
3452,retir,4
3453,dispatch,4
3454,mood,4
3455,balanc,4
3456,kit,4
3457,slip,4
3458,bb,4
3459,comfort,4
3460,fee,4
3461,massiv,4
3462,myrtl,4
3463,fever,4
3464,mayhem,4
3465,titan,4
3466,fund,4
3467,kikwang,4
3468,cesc,4
3469,oliv,4
3470,prob,4
3471,rupp,4
3472,eclips,4
3473,randal,4
3474,energi,4
3475,pg,4
3476,discount,4
3477,nanj,4
3478,odi,4
3479,hehe,4
3480,marvel,4
3481,horror,4
3482,bobbi,4
3483,moor,4
3484,transform,4
3485,fridayth,4
3486,danger,4
3487,rachel,4
3488,explod,4
3489,welli,4
3490,easili,4
3491,`,4
3492,organ,4
3493,feed,4
3494,spoiler,4
3495,sheffield,4
3496,shield,4
3497,rubber,4
3498,male,4
3499,dine,4
3500,pee,4
3501,tragedi,4
3502,raini,4
3503,reckon,4
3504,khl,4
3505,uga,4
3506,ctv,4
3507,weight,4
3508,ab,4
3509,rwc,4
3510,juri,4
3511,loot,4
3512,renew,4
3513,secur,4
3514,sigh,4
3515,shannon,4
3516,sharp,4
3517,whatev,4
3518,dez,4
3519,nyj,4
3520,pile,4
3521,wiunion,4
3522,oman,4
3523,mort,4
3524,zuckerman,4
3525,fluke,4
3526,segal,4
3527,brownsvil,4
3528,lg,4
3529,vcu,4
3530,madoff,4
3531,ying,4
3532,szczesni,4
3533,coal,4
3534,bacolod,4
3535,evalesco,4
3536,birth,4
3537,goa,4
3538,espanyol,4
3539,reid,4
3540,dee,4
